Name	Length	Orientation	L_END	R_END	Cs	
greB_yhgF	96	Codirectional+	3537289	3537384	76.21	
yhgF_feoA	456	Codirectional+	3539707	3540162	76.26	
feoA_feoB	16	Codirectional+	3540391	3540406	76.27	
feoB_yhgA	438	Codirectional+	3542729	3543166	76.32	
yhgA_bioH	28	Convergent	3544046	3544073	76.35	
bioH_gntX	37	Divergent	3544845	3544881	76.37	
gntX_nfuA	58	Codirectional+	3545566	3545623	76.39	
nfuA_gntT	359	Codirectional+	3546200	3546558	76.40	
gntT_malQ	110	Convergent	3547876	3547985	76.44	
malQ_malP	9	Codirectional-	3550071	3550079	76.48	
malP_malT	611	Divergent	3552474	3553084	76.53	
malT_rtcA	42	Convergent	3555791	3555832	76.61	
rtcA_rtcB	3	Codirectional-	3556850	3556852	76.63	
rtcB_rtcR	188	Divergent	3558080	3558267	76.66	
rtcR_glpG	755	Convergent	3559867	3560621	76.69	
glpG_glpE	44	Codirectional-	3561453	3561496	76.73	
glpE_glpD	189	Divergent	3561824	3562012	76.74	
glpD_yzgL'	268	Convergent	3563519	3563786	76.77	
yzgL'_glgP	128	Codirectional-	3564006	3564133	76.78	
glgP_glgA	18	Codirectional-	3566582	3566599	76.84	
glgA_glgX	1312	Codirectional-	3568034	3569345	76.87	
glgX_asd	2455	Codirectional-	3571320	3573774	76.94	
asd_yhgN	192	Divergent	3574879	3575070	77.02	
yhgN_gntU	56	Convergent	3575665	3575720	77.03	
gntU_gntK	3	Codirectional-	3577062	3577064	77.06	
gntK_gntR	138	Codirectional-	3577593	3577730	77.08	
gntR_yhhW	223	Codirectional-	3578727	3578949	77.10	
yhhW_yhhX	122	Codirectional-	3579646	3579767	77.12	
yhhX_ryhB	121	Codirectional-	3580806	3580926	77.15	
ryhB_yhhY	121	Divergent	3581017	3581137	77.15	
yhhY_yhhZ	236	Codirectional+	3581627	3581862	77.16	
yhhZ_insA1	441	Codirectional+	3583042	3583482	77.19	
insA1_yrhA'	437	Codirectional+	3583759	3584195	77.21	
yrhA'_yrhB	449	Codirectional+	3584310	3584758	77.22	
yrhB_ggt	37	Convergent	3585044	3585080	77.24	
ggt_yhhA	119	Divergent	3586824	3586942	77.27	
yhhA_ugpC	726	Convergent	3587384	3588109	77.29	
ugpC_ugpE	1	Codirectional-	3589181	3589181	77.33	
ugpE_ugpB	981	Codirectional-	3590028	3591008	77.34	
ugpB_livF	398	Codirectional-	3592326	3592723	77.39	
livF_livG	1	Codirectional-	3593438	3593438	77.42	
livG_livH	1270	Codirectional-	3594207	3595476	77.43	
livH_livK	47	Codirectional-	3596404	3596450	77.48	
livK_panM	423	Divergent	3597561	3597983	77.51	
panM_livJ	187	Convergent	3598368	3598554	77.52	
livJ_rpoH	270	Codirectional-	3599659	3599928	77.55	
rpoH_ftsX	244	Codirectional-	3600784	3601027	77.58	
ftsX_ftsY	663	Codirectional-	3602087	3602749	77.60	
ftsY_rsmD	149	Divergent	3604244	3604392	77.65	
rsmD_yhhM	261	Convergent	3604990	3605250	77.67	
yhhM_yhhN	140	Divergent	3605611	3605750	77.68	
yhhN_zntA	73	Codirectional+	3606378	3606450	77.70	
zntA_tusA	101	Convergent	3608650	3608750	77.74	
tusA_yhhQ	220	Divergent	3608997	3609216	77.75	
yhhQ_dcrB	72	Codirectional+	3609883	3609954	77.77	
dcrB_yhhS	3	Convergent	3610513	3610515	77.79	
yhhS_yhhT	131	Divergent	3611734	3611864	77.81	
yhhT_acpT	54	Codirectional+	3612915	3612968	77.84	
acpT_nikA	110	Codirectional+	3613557	3613666	77.85	
nikA_nikC	940	Codirectional+	3615242	3616181	77.89	
nikC_nikE	760	Codirectional+	3617016	3617775	77.93	
nikE_nikR	5	Codirectional+	3618583	3618587	77.96	
nikR_rhsB	202	Codirectional+	3618990	3619191	77.97	
rhsB_yrhC'	459	Codirectional+	3623428	3623886	78.06	
yrhC'_yhhI	140	Codirectional+	3624238	3624377	78.08	
yhhI_yhhJ	164	Convergent	3625515	3625678	78.11	
yhhJ_yhiI	2731	Codirectional-	3626804	3629534	78.14	
yhiI_yhiJ	365	Codirectional-	3630603	3630967	78.22	
yhiJ_yhiL'	261	Codirectional-	3632591	3632851	78.26	
yhiL'_yhiM	382	Divergent	3634459	3634840	78.30	
yhiM_yhiN	314	Convergent	3635894	3636207	78.33	
yhiN_pitA	231	Divergent	3637411	3637641	78.36	
pitA_uspB	243	Convergent	3639142	3639384	78.40	
uspB_uspA	390	Divergent	3639721	3640110	78.41	
uspA_dtpB	316	Codirectional+	3640546	3640861	78.43	
dtpB_rsmJ	48	Convergent	3642332	3642379	78.47	
rsmJ_prlC	7	Codirectional-	3643133	3643139	78.49	
prlC_rlmJ	202	Divergent	3645183	3645384	78.53	
rlmJ_gor	71	Codirectional+	3646228	3646298	78.55	
gor_dinQ	53	Convergent	3647652	3647704	78.59	
dinQ_agrA	274	Divergent	3647789	3648062	78.59	
agrA_agrB	147	Codirectional+	3648147	3648293	78.60	
agrB_arsR	150	Codirectional+	3648378	3648527	78.60	
arsR_arsB	53	Codirectional+	3648882	3648934	78.61	
arsB_arsC	12	Codirectional+	3650225	3650236	78.64	
arsC_yhiS'	628	Codirectional+	3650663	3651290	78.65	
yhiS'_insH20	150	Convergent	3652032	3652181	78.68	
insH20_yhiS'	68	Divergent	3653163	3653230	78.70	
yhiS'_slp	247	Codirectional+	3653714	3653960	78.72	
slp_dctR	155	Codirectional+	3654528	3654682	78.73	
dctR_yhiD	41	Convergent	3655214	3655254	78.75	
yhiD_hdeB	63	Codirectional-	3655903	3655965	78.76	
hdeB_hdeA	115	Codirectional-	3656293	3656407	78.77	
hdeA_hdeD	254	Divergent	3656741	3656994	78.78	
hdeD_arrS	418	Convergent	3657568	3657985	78.80	
arrS_gadE	311	Divergent	3658055	3658365	78.81	
gadE_mdtE	338	Codirectional+	3658894	3659231	78.83	
mdtE_mdtF	24	Codirectional+	3660390	3660413	78.86	
mdtF_gadW	362	Convergent	3663528	3663889	78.93	
gadW_gadY	245	Divergent	3664619	3664863	78.95	
gadY_gadX	17	Convergent	3664969	3664985	78.96	
gadX_gadA	369	Codirectional-	3665811	3666179	78.98	
gadA_yhjA	210	Codirectional-	3667581	3667790	79.01	
yhjA_treF	403	Divergent	3669189	3669591	79.05	
treF_yhjB	50	Convergent	3671242	3671291	79.09	
yhjB_yhjC	519	Divergent	3671895	3672413	79.11	
yhjC_yhjD	48	Codirectional+	3673314	3673361	79.14	
yhjD_yhjE	410	Codirectional+	3674376	3674785	79.16	
yhjE_yhjG	181	Convergent	3676109	3676289	79.20	
yhjG_yhjH	69	Codirectional-	3678351	3678419	79.25	
yhjH_kdgK	231	Divergent	3679188	3679418	79.26	
kdgK_yhjJ	95	Convergent	3680349	3680443	79.29	
yhjJ_dctA	220	Codirectional-	3681941	3682160	79.32	
dctA_yhjK	182	Codirectional-	3683448	3683629	79.36	
yhjK_bcsC	81	Codirectional-	3685619	3685699	79.40	
bcsC_bcsB	1094	Codirectional-	3689174	3690267	79.48	
bcsB_bcsA	10	Codirectional-	3692608	3692617	79.55	
bcsA_yhjR	760	Codirectional-	3695237	3695996	79.61	
yhjR_bcsE	272	Divergent	3696186	3696457	79.63	
bcsE_bcsG	184	Codirectional+	3698030	3698213	79.67	
bcsG_ldrD	86	Convergent	3699894	3699979	79.71	
ldrD_rdlD	48	Divergent	3700088	3700135	79.71	
rdlD_yhjV	361	Codirectional+	3700202	3700562	79.72	
yhjV_dppF	29	Convergent	3701835	3701863	79.75	
dppF_dppC	990	Codirectional-	3702869	3703858	79.77	
dppC_dppB	9	Codirectional-	3704762	3704770	79.82	
dppB_dppA	307	Codirectional-	3705791	3706097	79.84	
dppA_proK	910	Codirectional-	3707706	3708615	79.88	
proK_eptB	91	Codirectional-	3708693	3708783	79.90	
eptB_yhjX	323	Codirectional-	3710476	3710798	79.94	
yhjX_yhjY	228	Codirectional-	3712008	3712235	79.97	
yhjY_tag	157	Divergent	3712935	3713091	79.99	
tag_bisC	405	Convergent	3713656	3714060	80.01	
bisC_yiaD	152	Divergent	3716395	3716546	80.07	
yiaD_ghrB	103	Codirectional+	3717207	3717309	80.08	
ghrB_yiaF	49	Convergent	3718285	3718333	80.11	
yiaF_yiaG	433	Divergent	3719045	3719477	80.12	
yiaG_cspA	280	Codirectional+	3719769	3720048	80.14	
cspA_hokA	186	Convergent	3720262	3720447	80.15	
hokA_insJ	79	Divergent	3720601	3720679	80.16	
insJ_sokA'	874	Codirectional+	3721202	3722075	80.17	
sokA'_glyS	222	Convergent	3722106	3722327	80.19	
glyS_glyQ	9	Codirectional-	3724398	3724406	80.24	
glyQ_ysaB	94	Codirectional-	3725319	3725412	80.26	
ysaB_wecH	174	Divergent	3725713	3725886	80.27	
wecH_yiaA	41	Convergent	3726883	3726923	80.29	
yiaA_yiaB	45	Codirectional-	3727362	3727406	80.30	
yiaB_xylB	168	Codirectional-	3727749	3727916	80.31	
xylB_xylA	71	Codirectional-	3729372	3729442	80.35	
xylA_xylF	365	Divergent	3730766	3731130	80.38	
xylF_xylG	77	Codirectional+	3732124	3732200	80.41	
xylG_xylR	1236	Codirectional+	3733743	3734978	80.44	
xylR_bax	195	Convergent	3736158	3736352	80.49	
bax_malS	319	Divergent	3737178	3737496	80.51	
malS_avtA	177	Codirectional+	3739528	3739704	80.56	
avtA_ysaA	150	Convergent	3740959	3741108	80.60	
ysaA_yiaJ	101	Codirectional-	3741583	3741683	80.61	
yiaJ_yiaK	200	Divergent	3742533	3742732	80.63	
yiaK_yiaL	11	Codirectional+	3743732	3743742	80.66	
yiaL_yiaM	117	Codirectional+	3744211	3744327	80.67	
yiaM_yiaN	2	Codirectional+	3744802	3744803	80.68	
yiaN_yiaO	12	Codirectional+	3746082	3746093	80.71	
yiaO_lyxK	3	Codirectional+	3747081	3747083	80.73	
lyxK_sgbU	651	Codirectional+	3748581	3749231	80.76	
sgbU_ysaC'	720	Convergent	3750093	3750812	80.79	
ysaC'_ysaD'	3	Divergent	3750915	3750917	80.81	
ysaD'_yiaT	18	Convergent	3751110	3751127	80.81	
yiaT_yiaU	123	Divergent	3751869	3751991	80.83	
yiaU_yiaW	1138	Convergent	3752967	3754104	80.85	
yiaW_aldB	544	Codirectional-	3754429	3754972	80.89	
aldB_yiaY	164	Codirectional-	3756512	3756675	80.93	
yiaY_selB	189	Codirectional-	3757828	3758016	80.96	
selB_yibF	1485	Codirectional-	3759862	3761346	81.00	
yibF_rhsA	227	Divergent	3761956	3762182	81.05	
rhsA_yibA	20	Codirectional+	3766317	3766336	81.14	
yibA_rhsJ'	41	Codirectional+	3767180	3767220	81.16	
rhsJ'_yibG	11	Codirectional+	3768166	3768176	81.18	
yibG_yibS'	0	Codirectional+	NULL	NULL	81.19	
yibS'_yibW'	1	Codirectional+	3768891	3768891	81.20	
yibW'_yibV'	88	Codirectional+	3769257	3769344	81.21	
yibV'_yibU'	164	Codirectional+	3769784	3769947	81.22	
yibU'_yibH	96	Convergent	3770147	3770242	81.22	
yibH_yibI	2	Codirectional-	3771380	3771381	81.25	
yibI_mtlA	536	Divergent	3771745	3772280	81.26	
mtlA_mtlD	229	Codirectional+	3774195	3774423	81.31	
mtlD_yibT	598	Convergent	3775573	3776170	81.34	
yibT_yibL	284	Divergent	3776381	3776664	81.36	
yibL_lldP	371	Codirectional+	3777028	3777398	81.37	
lldP_lldD	772	Codirectional+	3779055	3779826	81.42	
lldD_trmL	197	Codirectional+	3781018	3781214	81.46	
trmL_cysE	52	Convergent	3781689	3781740	81.47	
cysE_gpsA	79	Codirectional-	3782563	3782641	81.49	
gpsA_grxC	529	Codirectional-	3783662	3784190	81.52	
grxC_yibN	141	Codirectional-	3784443	3784583	81.53	
yibN_gpmM	244	Divergent	3785016	3785259	81.54	
gpmM_envC	33	Codirectional+	3786805	3786837	81.58	
envC_yibQ	3	Codirectional+	3788098	3788100	81.61	
yibQ_tdh	1259	Convergent	3789061	3790319	81.63	
tdh_kbl	9	Codirectional-	3791346	3791354	81.68	
kbl_yibB	274	Codirectional-	3792552	3792825	81.71	
yibB_hldD	303	Divergent	3793684	3793986	81.73	
hldD_waaF	9	Codirectional+	3794920	3794928	81.76	
waaF_waaC	3	Codirectional+	3795976	3795978	81.78	
waaC_waaL	9	Codirectional+	3796939	3796947	81.80	
waaL_waaU	31	Convergent	3798208	3798238	81.83	
waaU_waaZ	32	Codirectional-	3799313	3799344	81.85	
waaZ_waaY	70	Codirectional-	3800197	3800266	81.87	
waaY_waaR	17	Codirectional-	3800966	3800982	81.89	
waaR_waaO	39	Codirectional-	3802000	3802038	81.91	
waaO_waaS	1122	Codirectional-	3803059	3804180	81.93	
waaS_waaP	36	Codirectional-	3805117	3805152	81.98	
waaP_waaQ	1113	Codirectional-	3805951	3807063	82.00	
waaQ_waaA	441	Divergent	3808099	3808539	82.04	
waaA_coaD	7	Codirectional+	3809818	3809824	82.08	
coaD_mutM	38	Convergent	3810305	3810342	82.09	
mutM_rpmG	97	Codirectional-	3811153	3811249	82.11	
rpmG_rpmB	20	Codirectional-	3811418	3811437	82.11	
rpmB_yicR	216	Codirectional-	3811675	3811890	82.12	
yicR_dfp	171	Divergent	3812560	3812730	82.14	
dfp_slmA	542	Codirectional+	3813952	3814493	82.17	
slmA_pyrE	36	Convergent	3815091	3815126	82.19	
pyrE_rph'	65	Codirectional-	3815769	3815833	82.21	
rph'_yicC	126	Divergent	3816550	3816675	82.22	
yicC_dinD	220	Codirectional+	3817540	3817759	82.25	
dinD_yicG	289	Codirectional+	3818585	3818873	82.27	
yicG_gmk	1936	Codirectional+	3819492	3821427	82.29	
gmk_rpoZ	54	Codirectional+	3822052	3822105	82.34	
rpoZ_spoT	18	Codirectional+	3822382	3822399	82.35	
spoT_trmH	6	Codirectional+	3824509	3824514	82.40	
trmH_recG	5	Codirectional+	3825205	3825209	82.41	
recG_gltS	168	Convergent	3827292	3827459	82.46	
gltS_xanP	279	Divergent	3828666	3828944	82.48	
xanP_yicH	120	Codirectional+	3830337	3830456	82.52	
yicH_yicI	52	Convergent	3832167	3832218	82.56	
yicI_yicJ	9	Codirectional-	3834538	3834546	82.61	
yicJ_selC	292	Divergent	3835930	3836221	82.64	
selC_yicT'	108	Codirectional+	3836317	3836424	82.65	
yicT'_setC	396	Codirectional+	3836557	3836952	82.65	
setC_yicL	110	Codirectional+	3838138	3838247	82.69	
yicL_nlpA	3	Convergent	3839172	3839174	82.71	
nlpA_yicS	221	Divergent	3839994	3840214	82.73	
yicS_nepI	40	Convergent	3840509	3840548	82.74	
nepI_yicN	210	Codirectional-	3841740	3841949	82.77	
yicN_adeQ	52	Codirectional-	3842403	3842454	82.78	
adeQ_adeD	174	Divergent	3843790	3843963	82.81	
adeD_uhpT	45	Convergent	3845731	3845775	82.85	
uhpT_uhpC	137	Codirectional-	3847168	3847304	82.88	
uhpC_uhpB	9	Codirectional-	3848625	3848633	82.91	
uhpB_ilvN	665	Codirectional-	3850137	3850801	82.95	
ilvN_ilvB	3	Codirectional-	3851093	3851095	82.97	
ilvB_ivbL	105	Codirectional-	3852785	3852889	83.00	
ivbL_istR	129	Codirectional-	3852989	3853117	83.01	
istR_tisB	295	Divergent	3853258	3853552	83.01	
tisB_emrD	279	Codirectional+	3853643	3853921	83.02	
emrD_yidF	7	Convergent	3855107	3855113	83.05	
yidF_yidH	348	Codirectional-	3855612	3855959	83.07	
yidH_yidI	107	Divergent	3856308	3856414	83.08	
yidI_yidJ	46	Convergent	3856865	3856910	83.09	
yidJ_yidL	1878	Divergent	3858405	3860282	83.13	
yidL_glvC'	810	Convergent	3861177	3861986	83.19	
glvC'_yidP	295	Divergent	3863604	3863898	83.24	
yidP_ibpB	1853	Convergent	3864616	3866468	83.26	
ibpB_ibpA	111	Codirectional-	3866898	3867008	83.31	
ibpA_yidQ	305	Divergent	3867423	3867727	83.32	
yidQ_yidR	1	Convergent	3868061	3868061	83.33	
yidR_cbrA	67	Divergent	3869310	3869376	83.36	
cbrA_dgoD	1408	Convergent	3870442	3871849	83.39	
dgoD_dgoK	597	Codirectional-	3872999	3873595	83.44	
dgoK_yidX	963	Divergent	3874475	3875437	83.47	
yidX_yidA	45	Convergent	3876095	3876139	83.51	
yidA_yidB	114	Codirectional-	3876953	3877066	83.53	
yidB_gyrB	239	Codirectional-	3877466	3877704	83.54	
gyrB_recF	28	Codirectional-	3880120	3880147	83.59	
recF_dnaA	1104	Codirectional-	3881222	3882325	83.62	
dnaA_rpmH	606	Divergent	3883730	3884335	83.67	
rpmH_rnpA	16	Codirectional+	3884477	3884492	83.69	
rnpA_yidC	223	Codirectional+	3884853	3885075	83.70	
yidC_mnmE	105	Codirectional+	3886723	3886827	83.74	
mnmE_tnaC	242	Codirectional+	3888193	3888434	83.77	
tnaC_tnaA	220	Codirectional+	3888510	3888729	83.77	
tnaA_tnaB	90	Codirectional+	3890146	3890235	83.81	
tnaB_mdtL	131	Codirectional+	3891484	3891614	83.84	
mdtL_yieE	1090	Codirectional+	3892791	3893880	83.87	
yieE_chrR	21	Codirectional+	3894631	3894651	83.91	
chrR_adeP	53	Convergent	3895219	3895271	83.92	
adeP_yieH	164	Divergent	3896610	3896773	83.95	
yieH_cbrB	66	Codirectional+	3897440	3897505	83.97	
cbrB_cbrC	48	Codirectional+	3897974	3898021	83.98	
cbrC_yieK	61	Convergent	3898610	3898670	83.99	
yieK_yieL	14	Codirectional-	3899394	3899407	84.01	
yieL_bglH	26	Codirectional-	3900578	3900603	84.03	
bglH_bglB	68	Codirectional-	3902221	3902288	84.07	
bglB_bglF	18	Codirectional-	3903702	3903719	84.10	
bglF_bglG	133	Codirectional-	3905598	3905730	84.14	
bglG_phoU	285	Codirectional-	3906568	3906852	84.16	
phoU_pstB	14	Codirectional-	3907579	3907592	84.19	
pstB_pstA	182	Codirectional-	3908367	3908548	84.20	
pstA_pstS	1045	Codirectional-	3909440	3910484	84.23	
pstS_glmS	313	Codirectional-	3911526	3911838	84.27	
glmS_glmU	161	Codirectional-	3913669	3913829	84.32	
glmU_atpC	352	Codirectional-	3915201	3915552	84.35	
atpC_atpD	20	Codirectional-	3915973	3915992	84.37	
atpD_atpG	26	Codirectional-	3917376	3917401	84.40	
atpG_atpA	50	Codirectional-	3918266	3918315	84.42	
atpA_atpH	12	Codirectional-	3919858	3919869	84.45	
atpH_atpF	14	Codirectional-	3920404	3920417	84.46	
atpF_atpE	61	Codirectional-	3920889	3920949	84.47	
atpE_atpB	46	Codirectional-	3921190	3921235	84.48	
atpB_atpI	8	Codirectional-	3922052	3922059	84.50	
atpI_rsmG	616	Codirectional-	3922441	3923056	84.51	
rsmG_mnmG	63	Codirectional-	3923681	3923743	84.53	
mnmG_oriC	110	Codirectional-	3925634	3925743	84.57	
oriC_mioC	36	Codirectional-	3925976	3926011	84.58	
mioC_asnC	89	Codirectional-	3926456	3926544	84.59	
asnC_asnA	151	Divergent	3927004	3927154	84.60	
asnA_viaA	4	Convergent	3928148	3928151	84.63	
viaA_kup	1712	Divergent	3929604	3931315	84.66	
kup_rbsD	166	Codirectional+	3933185	3933350	84.74	
rbsD_rbsA	7	Codirectional+	3933771	3933777	84.75	
rbsA_rbsC	4	Codirectional+	3935284	3935287	84.78	
rbsC_rbsB	24	Codirectional+	3936254	3936277	84.80	
rbsB_rbsK	125	Codirectional+	3937169	3937293	84.82	
rbsK_rbsR	3	Codirectional+	3938224	3938226	84.85	
rbsR_yieP	1415	Convergent	3939220	3940634	84.87	
yieP_rrsC	480	Divergent	3941328	3941807	84.91	
rrsC_gltU	85	Codirectional+	3943350	3943434	84.96	
gltU_rrlC	193	Codirectional+	3943511	3943703	84.96	
rrlC_rrfC	92	Codirectional+	3946608	3946699	85.03	
rrfC_aspT	52	Codirectional+	3946820	3946871	85.03	
aspT_trpT	8	Codirectional+	3946949	3946956	85.03	
trpT_hdfR	95	Convergent	3947033	3947127	85.04	
hdfR_yifE	118	Divergent	3947968	3948085	85.06	
yifE_yifB	24	Convergent	3948425	3948448	85.07	
yifB_ilvL	352	Divergent	3949970	3950321	85.10	
ilvL_ilvX	86	Codirectional+	3950421	3950506	85.11	
ilvX_ilvG'	2	Codirectional+	3950558	3950559	85.11	
ilvG'_ilvE	279	Codirectional+	3952205	3952483	85.15	
ilvE_ilvD	64	Codirectional+	3953414	3953477	85.17	
ilvD_ilvA	2	Codirectional+	3955329	3955330	85.21	
ilvA_ilvY	51	Convergent	3956876	3956926	85.25	
ilvY_ilvC	149	Divergent	3957821	3957969	85.27	
ilvC_ppiC	86	Convergent	3959446	3959531	85.30	
ppiC_yifN'	198	Codirectional-	3959814	3960011	85.31	
yifN'_rep	216	Divergent	3960461	3960676	85.32	
rep_gpp	46	Convergent	3962699	3962744	85.37	
gpp_rhlB	135	Codirectional-	3964230	3964364	85.41	
rhlB_trxA	130	Divergent	3965631	3965760	85.44	
trxA_rho	326	Codirectional+	3966091	3966416	85.45	
rho_wecA	239	Codirectional+	3967677	3967915	85.48	
wecA_wzzE	11	Codirectional+	3969020	3969030	85.51	
wzzE_wecB	55	Codirectional+	3970078	3970132	85.53	
wecB_rffG	1258	Codirectional+	3971264	3972521	85.56	
rffG_rffH	18	Codirectional+	3973590	3973607	85.61	
rffH_wecE	656	Codirectional+	3974490	3975145	85.63	
wecE_wzxE	1	Codirectional+	3976277	3976277	85.67	
wzxE_wzyE	1072	Codirectional+	3977529	3978600	85.69	
wzyE_wecG	2	Codirectional+	3979954	3979955	85.74	
wecG_yifK	190	Codirectional+	3980697	3980886	85.76	
yifK_argX	102	Codirectional+	3982273	3982374	85.79	
argX_hisR	57	Codirectional+	3982452	3982508	85.80	
hisR_leuT	20	Codirectional+	3982586	3982605	85.80	
leuT_proM	42	Codirectional+	3982693	3982734	85.80	
proM_aslB	146	Codirectional+	3982812	3982957	85.81	
aslB_aslA	158	Convergent	3984194	3984351	85.84	
aslA_glmZ	424	Divergent	3986008	3986431	85.87	
glmZ_hemY	47	Convergent	3986639	3986685	85.89	
hemY_hemX	2	Codirectional-	3987883	3987884	85.92	
hemX_hemD	21	Codirectional-	3989067	3989087	85.94	
hemD_cyaA	1324	Divergent	3989829	3991152	85.96	
cyaA_cyaY	39	Convergent	3993700	3993738	86.04	
cyaY_yifL	462	Divergent	3994060	3994521	86.05	
yifL_dapF	36	Codirectional+	3994726	3994761	86.06	
dapF_xerC	700	Codirectional+	3995587	3996286	86.08	
xerC_uvrD	799	Codirectional+	3997184	3997982	86.12	
uvrD_yigE	146	Convergent	4000146	4000291	86.18	
yigE_corA	369	Divergent	4001057	4001425	86.20	
corA_yigF	42	Convergent	4002377	4002418	86.23	
yigF_yigG	13	Codirectional-	4002800	4002812	86.24	
yigG_rarD	94	Codirectional-	4003194	4003287	86.25	
rarD_yigI	51	Codirectional-	4004179	4004229	86.27	
yigI_pldA	164	Divergent	4004698	4004861	86.28	
pldA_recQ	132	Codirectional+	4005732	4005863	86.30	
recQ_rhtC	63	Codirectional+	4007694	4007756	86.34	
rhtC_rhtB	61	Convergent	4008378	4008438	86.36	
rhtB_pldB	110	Divergent	4009060	4009169	86.37	
pldB_yigL	7	Codirectional+	4010193	4010199	86.40	
yigL_yigM	75	Codirectional+	4011001	4011075	86.41	
yigM_metE	1077	Codirectional+	4011976	4013052	86.43	
metE_ysgA	39	Convergent	4015315	4015353	86.51	
ysgA_udp	261	Divergent	4016170	4016430	86.52	
udp_rmuC	140	Codirectional+	4017193	4017332	86.55	
rmuC_ubiE	94	Codirectional+	4018761	4018854	86.58	
ubiE_ubiJ	13	Codirectional+	4019611	4019623	86.60	
ubiJ_tatA	1715	Codirectional+	4020230	4021944	86.61	
tatA_tatB	3	Codirectional+	4022215	4022217	86.65	
tatB_tatC	2	Codirectional+	4022734	4022735	86.67	
tatC_tatD	41	Codirectional+	4023513	4023553	86.68	
tatD_ubiD	651	Codirectional+	4024337	4024987	86.70	
ubiD_fre	45	Codirectional+	4026482	4026526	86.75	
fre_fadA	380	Convergent	4027229	4027608	86.76	
fadA_fadB	9	Codirectional-	4028773	4028781	86.80	
fadB_pepQ	189	Divergent	4030972	4031160	86.84	
pepQ_trkH	652	Codirectional+	4032493	4033144	86.88	
trkH_hemG	11	Codirectional+	4034597	4034607	86.92	
hemG_rrsA	377	Codirectional+	4035154	4035530	86.93	
rrsA_ileT	68	Codirectional+	4037073	4037140	86.97	
ileT_alaT	42	Codirectional+	4037218	4037259	86.98	
alaT_rrlA	183	Codirectional+	4037336	4037518	86.98	
rrlA_rrfA	93	Codirectional+	4040424	4040516	87.05	
rrfA_mobB	269	Convergent	4040637	4040905	87.05	
mobB_yihD	635	Divergent	4041434	4042068	87.07	
yihD_srkA	76	Codirectional+	4042339	4042414	87.09	
srkA_dsbA	16	Codirectional+	4043402	4043417	87.11	
dsbA_yihF	154	Codirectional+	4044045	4044198	87.13	
yihF_yihG	40	Convergent	4045630	4045669	87.16	
yihG_polA	363	Divergent	4046603	4046965	87.18	
polA_spf	146	Codirectional+	4049753	4049898	87.25	
spf_yihA	125	Convergent	4050008	4050132	87.25	
yihA_csrC	270	Divergent	4050766	4051035	87.27	
csrC_yihI	66	Codirectional+	4051281	4051346	87.28	
yihI_hemN	188	Codirectional+	4051857	4052044	87.29	
hemN_yshB	228	Convergent	4053419	4053646	87.33	
yshB_glnG	111	Codirectional-	4053758	4053868	87.33	
glnG_glnL	11	Codirectional-	4055279	4055289	87.37	
glnL_glnA	285	Codirectional-	4056340	4056624	87.39	
glnA_typA	372	Divergent	4058035	4058406	87.43	
typA_yihL	216	Codirectional+	4060231	4060446	87.47	
yihL_yihM	7	Codirectional+	4061158	4061164	87.49	
yihM_yihN	101	Codirectional+	4062146	4062246	87.52	
yihN_ompL	90	Convergent	4063513	4063602	87.54	
ompL_yihO	67	Codirectional-	4064296	4064362	87.56	
yihO_yihP	42	Codirectional-	4065767	4065808	87.59	
yihP_yihQ	45	Codirectional-	4067195	4067239	87.62	
yihQ_yihR	198	Codirectional-	4069277	4069474	87.67	
yihR_yihS	113	Codirectional-	4070402	4070514	87.69	
yihS_yihT	16	Codirectional-	4071757	4071772	87.72	
yihT_yihU	23	Codirectional-	4072652	4072674	87.74	
yihU_yihV	167	Divergent	4073572	4073738	87.76	
yihV_yihW	33	Codirectional+	4074636	4074668	87.78	
yihW_yihX	98	Codirectional+	4075455	4075552	87.80	
yihX_dtd	862	Codirectional+	4076153	4077014	87.82	
dtd_yiiE	1844	Codirectional+	4077453	4079296	87.84	
yiiE_yiiF	241	Codirectional+	4079510	4079750	87.89	
yiiF_fdhE	329	Convergent	4079970	4080298	87.90	
fdhE_fdoH	628	Codirectional-	4081229	4081856	87.93	
fdoH_fdoG	12	Codirectional-	4082760	4082771	87.96	
fdoG_fdhD	193	Divergent	4085823	4086015	88.03	
fdhD_yiiG	152	Codirectional+	4086850	4087001	88.05	
yiiG_frvR	49	Convergent	4088058	4088106	88.07	
frvR_frvB	1059	Codirectional-	4089856	4090914	88.11	
frvB_frvA	10	Codirectional-	4092367	4092376	88.17	
frvA_rhaM	300	Codirectional-	4092824	4093123	88.18	
rhaM_rhaD	9	Codirectional-	4093439	4093447	88.19	
rhaD_rhaA	450	Codirectional-	4094273	4094722	88.21	
rhaA_rhaS	1753	Divergent	4095983	4097735	88.24	
rhaS_rhaR	73	Codirectional+	4098573	4098645	88.30	
rhaR_sodA	1315	Codirectional+	4099495	4100809	88.32	
sodA_kdgT	259	Codirectional+	4101431	4101689	88.36	
kdgT_yiiM	148	Codirectional+	4102674	4102821	88.39	
yiiM_cpxA	105	Convergent	4103497	4103601	88.41	
cpxA_cpxP	844	Divergent	4104976	4105819	88.44	
cpxP_fieF	148	Codirectional+	4106321	4106468	88.47	
fieF_pfkA	180	Codirectional+	4107372	4107551	88.49	
